freq,siec,nrg_cons,unit,tax,currency,geo,time,value,dataset
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Georgia,2012-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Georgia,2012-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Georgia,2013-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Georgia,2013-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Georgia,2014-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Georgia,2014-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Georgia,2015-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Georgia,2015-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Georgia,2016-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Georgia,2016-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Georgia,2017-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Georgia,2017-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Georgia,2018-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Georgia,2018-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Georgia,2019-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Georgia,2019-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Georgia,2020-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Georgia,2020-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Georgia,2021-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Georgia,2021-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Georgia,2022-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Georgia,2022-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Georgia,2023-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Georgia,2023-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Georgia,2024-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Georgia,2024-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Georgia,2025-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Georgia,2025-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2007-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2007-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2008-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2008-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2009-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2009-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2010-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2010-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2011-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2011-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2012-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2012-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2013-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2013-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2014-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2014-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2015-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2015-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2016-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2016-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2017-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2017-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2018-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2018-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2019-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2019-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2020-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2020-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2021-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2021-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2022-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2022-S2,0.1778,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2023-S1,0.1789,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2023-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2024-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2024-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2025-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Albania,2025-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2007-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2007-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2008-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2008-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2009-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2009-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2010-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2010-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2011-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2011-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2012-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2012-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2013-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2013-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2014-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2014-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2015-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2015-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2016-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2016-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2017-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2017-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2018-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2018-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2019-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2019-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2020-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2020-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2021-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2021-S2,0.1571,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2022-S1,0.1569,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2022-S2,0.1693,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2023-S1,0.1785,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2023-S2,0.1916,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2024-S1,0.1887,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2024-S2,0.1946,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2025-S1,0.1888,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Serbia,2025-S2,0.2081,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2007-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2007-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2008-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2008-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2009-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2009-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2010-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2010-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2011-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2011-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2012-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2012-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2013-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2013-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2014-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2014-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2015-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2015-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2016-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2016-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2017-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2017-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2018-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2018-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2019-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2019-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2020-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2020-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2021-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2021-S2,0.2168,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2022-S1,0.3333,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2022-S2,0.2399,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2023-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2023-S2,0.2246,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2024-S1,0.1492,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2024-S2,0.2005,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2025-S1,0.1494,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Türkiye,2025-S2,0.1816,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2007-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2007-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2008-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2008-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2009-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2009-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2010-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2010-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2011-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2011-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2012-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2012-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2013-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2013-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2014-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2014-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2015-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2015-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2016-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2016-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2017-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2017-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2018-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2018-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2019-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2019-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2020-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2020-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2021-S1,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2021-S2,,electricity_prices
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,Purchasing Power Standard,Ukraine,2022-S1,,electricity_prices
