freq,nrg_bal,unit,geo,time,value,dataset
Annual,Renewable energy - electricity,Percentage,Euro area – 20 countries (2023-2025),2023,45.349,renewables_share
Annual,Renewable energy - electricity,Percentage,Euro area – 20 countries (2023-2025),2024,47.359,renewables_share
Annual,Renewable energy - electricity,Percentage,Belgium,2004,1.714,renewables_share
Annual,Renewable energy - electricity,Percentage,Belgium,2005,2.386,renewables_share
Annual,Renewable energy - electricity,Percentage,Belgium,2006,3.13,renewables_share
Annual,Renewable energy - electricity,Percentage,Belgium,2007,3.662,renewables_share
Annual,Renewable energy - electricity,Percentage,Belgium,2008,4.625,renewables_share
Annual,Renewable energy - electricity,Percentage,Belgium,2009,6.176,renewables_share
Annual,Renewable energy - electricity,Percentage,Belgium,2010,7.332,renewables_share
Annual,Renewable energy - electricity,Percentage,Belgium,2011,8.989,renewables_share
Annual,Renewable energy - electricity,Percentage,Belgium,2012,11.338,renewables_share
Annual,Renewable energy - electricity,Percentage,Belgium,2013,12.547,renewables_share
Annual,Renewable energy - electricity,Percentage,Belgium,2014,13.414,renewables_share
Annual,Renewable energy - electricity,Percentage,Belgium,2015,15.573,renewables_share
Annual,Renewable energy - electricity,Percentage,Belgium,2016,15.834,renewables_share
Annual,Renewable energy - electricity,Percentage,Belgium,2017,17.214,renewables_share
Annual,Renewable energy - electricity,Percentage,Belgium,2018,18.886,renewables_share
Annual,Renewable energy - electricity,Percentage,Belgium,2019,20.817,renewables_share
Annual,Renewable energy - electricity,Percentage,Belgium,2020,25.122,renewables_share
Annual,Renewable energy - electricity,Percentage,Belgium,2021,26.035,renewables_share
Annual,Renewable energy - electricity,Percentage,Belgium,2022,29.505,renewables_share
Annual,Renewable energy - electricity,Percentage,Belgium,2023,31.368,renewables_share
Annual,Renewable energy - electricity,Percentage,Belgium,2024,31.274,renewables_share
Annual,Renewable energy - electricity,Percentage,Bulgaria,2004,8.358,renewables_share
Annual,Renewable energy - electricity,Percentage,Bulgaria,2005,8.666,renewables_share
Annual,Renewable energy - electricity,Percentage,Bulgaria,2006,8.73,renewables_share
Annual,Renewable energy - electricity,Percentage,Bulgaria,2007,8.899,renewables_share
Annual,Renewable energy - electricity,Percentage,Bulgaria,2008,9.544,renewables_share
Annual,Renewable energy - electricity,Percentage,Bulgaria,2009,10.906,renewables_share
Annual,Renewable energy - electricity,Percentage,Bulgaria,2010,12.358,renewables_share
Annual,Renewable energy - electricity,Percentage,Bulgaria,2011,12.621,renewables_share
Annual,Renewable energy - electricity,Percentage,Bulgaria,2012,15.816,renewables_share
Annual,Renewable energy - electricity,Percentage,Bulgaria,2013,18.682,renewables_share
Annual,Renewable energy - electricity,Percentage,Bulgaria,2014,18.686,renewables_share
Annual,Renewable energy - electricity,Percentage,Bulgaria,2015,18.975,renewables_share
Annual,Renewable energy - electricity,Percentage,Bulgaria,2016,19.147,renewables_share
Annual,Renewable energy - electricity,Percentage,Bulgaria,2017,19.022,renewables_share
Annual,Renewable energy - electricity,Percentage,Bulgaria,2018,22.355,renewables_share
Annual,Renewable energy - electricity,Percentage,Bulgaria,2019,23.509,renewables_share
Annual,Renewable energy - electricity,Percentage,Bulgaria,2020,23.586,renewables_share
Annual,Renewable energy - electricity,Percentage,Bulgaria,2021,21.413,renewables_share
Annual,Renewable energy - electricity,Percentage,Bulgaria,2022,20.362,renewables_share
Annual,Renewable energy - electricity,Percentage,Bulgaria,2023,29.702,renewables_share
Annual,Renewable energy - electricity,Percentage,Bulgaria,2024,33.843,renewables_share
Annual,Renewable energy - electricity,Percentage,Czechia,2004,3.693,renewables_share
Annual,Renewable energy - electricity,Percentage,Czechia,2005,3.782,renewables_share
Annual,Renewable energy - electricity,Percentage,Czechia,2006,4.096,renewables_share
Annual,Renewable energy - electricity,Percentage,Czechia,2007,4.621,renewables_share
Annual,Renewable energy - electricity,Percentage,Czechia,2008,5.182,renewables_share
Annual,Renewable energy - electricity,Percentage,Czechia,2009,6.378,renewables_share
Annual,Renewable energy - electricity,Percentage,Czechia,2010,7.516,renewables_share
Annual,Renewable energy - electricity,Percentage,Czechia,2011,10.61,renewables_share
Annual,Renewable energy - electricity,Percentage,Czechia,2012,11.667,renewables_share
Annual,Renewable energy - electricity,Percentage,Czechia,2013,12.781,renewables_share
Annual,Renewable energy - electricity,Percentage,Czechia,2014,13.89,renewables_share
Annual,Renewable energy - electricity,Percentage,Czechia,2015,14.072,renewables_share
Annual,Renewable energy - electricity,Percentage,Czechia,2016,13.615,renewables_share
Annual,Renewable energy - electricity,Percentage,Czechia,2017,13.654,renewables_share
Annual,Renewable energy - electricity,Percentage,Czechia,2018,13.711,renewables_share
Annual,Renewable energy - electricity,Percentage,Czechia,2019,14.046,renewables_share
Annual,Renewable energy - electricity,Percentage,Czechia,2020,14.81,renewables_share
Annual,Renewable energy - electricity,Percentage,Czechia,2021,14.468,renewables_share
Annual,Renewable energy - electricity,Percentage,Czechia,2022,15.498,renewables_share
Annual,Renewable energy - electricity,Percentage,Czechia,2023,16.447,renewables_share
Annual,Renewable energy - electricity,Percentage,Czechia,2024,17.928,renewables_share
Annual,Renewable energy - electricity,Percentage,Denmark,2004,23.754,renewables_share
Annual,Renewable energy - electricity,Percentage,Denmark,2005,24.647,renewables_share
Annual,Renewable energy - electricity,Percentage,Denmark,2006,23.966,renewables_share
Annual,Renewable energy - electricity,Percentage,Denmark,2007,25.001,renewables_share
Annual,Renewable energy - electricity,Percentage,Denmark,2008,25.936,renewables_share
Annual,Renewable energy - electricity,Percentage,Denmark,2009,28.257,renewables_share
Annual,Renewable energy - electricity,Percentage,Denmark,2010,32.735,renewables_share
Annual,Renewable energy - electricity,Percentage,Denmark,2011,35.874,renewables_share
Annual,Renewable energy - electricity,Percentage,Denmark,2012,38.716,renewables_share
Annual,Renewable energy - electricity,Percentage,Denmark,2013,43.084,renewables_share
Annual,Renewable energy - electricity,Percentage,Denmark,2014,48.493,renewables_share
Annual,Renewable energy - electricity,Percentage,Denmark,2015,51.292,renewables_share
Annual,Renewable energy - electricity,Percentage,Denmark,2016,53.717,renewables_share
Annual,Renewable energy - electricity,Percentage,Denmark,2017,59.94,renewables_share
Annual,Renewable energy - electricity,Percentage,Denmark,2018,62.394,renewables_share
Annual,Renewable energy - electricity,Percentage,Denmark,2019,65.347,renewables_share
Annual,Renewable energy - electricity,Percentage,Denmark,2020,65.323,renewables_share
Annual,Renewable energy - electricity,Percentage,Denmark,2021,73.181,renewables_share
Annual,Renewable energy - electricity,Percentage,Denmark,2022,76.708,renewables_share
Annual,Renewable energy - electricity,Percentage,Denmark,2023,78.975,renewables_share
Annual,Renewable energy - electricity,Percentage,Denmark,2024,79.655,renewables_share
Annual,Renewable energy - electricity,Percentage,Germany,2004,9.436,renewables_share
Annual,Renewable energy - electricity,Percentage,Germany,2005,10.577,renewables_share
Annual,Renewable energy - electricity,Percentage,Germany,2006,11.944,renewables_share
Annual,Renewable energy - electricity,Percentage,Germany,2007,13.727,renewables_share
Annual,Renewable energy - electricity,Percentage,Germany,2008,15.141,renewables_share
Annual,Renewable energy - electricity,Percentage,Germany,2009,17.521,renewables_share
Annual,Renewable energy - electricity,Percentage,Germany,2010,18.241,renewables_share
Annual,Renewable energy - electricity,Percentage,Germany,2011,20.93,renewables_share
Annual,Renewable energy - electricity,Percentage,Germany,2012,23.605,renewables_share
Annual,Renewable energy - electricity,Percentage,Germany,2013,25.284,renewables_share
Annual,Renewable energy - electricity,Percentage,Germany,2014,28.171,renewables_share
Annual,Renewable energy - electricity,Percentage,Germany,2015,30.882,renewables_share
Annual,Renewable energy - electricity,Percentage,Germany,2016,32.273,renewables_share
Annual,Renewable energy - electricity,Percentage,Germany,2017,34.612,renewables_share
Annual,Renewable energy - electricity,Percentage,Germany,2018,37.591,renewables_share
Annual,Renewable energy - electricity,Percentage,Germany,2019,40.604,renewables_share
Annual,Renewable energy - electricity,Percentage,Germany,2020,44.215,renewables_share
Annual,Renewable energy - electricity,Percentage,Germany,2021,43.964,renewables_share
Annual,Renewable energy - electricity,Percentage,Germany,2022,48.041,renewables_share
Annual,Renewable energy - electricity,Percentage,Germany,2023,51.945,renewables_share
Annual,Renewable energy - electricity,Percentage,Germany,2024,54.084,renewables_share
Annual,Renewable energy - electricity,Percentage,Estonia,2004,0.546,renewables_share
Annual,Renewable energy - electricity,Percentage,Estonia,2005,1.127,renewables_share
Annual,Renewable energy - electricity,Percentage,Estonia,2006,1.428,renewables_share
Annual,Renewable energy - electricity,Percentage,Estonia,2007,1.432,renewables_share
Annual,Renewable energy - electricity,Percentage,Estonia,2008,1.972,renewables_share
Annual,Renewable energy - electricity,Percentage,Estonia,2009,5.966,renewables_share
Annual,Renewable energy - electricity,Percentage,Estonia,2010,10.294,renewables_share
Annual,Renewable energy - electricity,Percentage,Estonia,2011,12.199,renewables_share
Annual,Renewable energy - electricity,Percentage,Estonia,2012,15.67,renewables_share
Annual,Renewable energy - electricity,Percentage,Estonia,2013,12.948,renewables_share
Annual,Renewable energy - electricity,Percentage,Estonia,2014,14.017,renewables_share
Annual,Renewable energy - electricity,Percentage,Estonia,2015,16.152,renewables_share
Annual,Renewable energy - electricity,Percentage,Estonia,2016,16.194,renewables_share
Annual,Renewable energy - electricity,Percentage,Estonia,2017,17.583,renewables_share
Annual,Renewable energy - electricity,Percentage,Estonia,2018,19.679,renewables_share
Annual,Renewable energy - electricity,Percentage,Estonia,2019,21.998,renewables_share
Annual,Renewable energy - electricity,Percentage,Estonia,2020,28.293,renewables_share
Annual,Renewable energy - electricity,Percentage,Estonia,2021,29.197,renewables_share
Annual,Renewable energy - electricity,Percentage,Estonia,2022,29.115,renewables_share
Annual,Renewable energy - electricity,Percentage,Estonia,2023,31.845,renewables_share
Annual,Renewable energy - electricity,Percentage,Estonia,2024,38.882,renewables_share
Annual,Renewable energy - electricity,Percentage,Ireland,2004,6.031,renewables_share
Annual,Renewable energy - electricity,Percentage,Ireland,2005,7.196,renewables_share
Annual,Renewable energy - electricity,Percentage,Ireland,2006,8.505,renewables_share
Annual,Renewable energy - electricity,Percentage,Ireland,2007,9.534,renewables_share
Annual,Renewable energy - electricity,Percentage,Ireland,2008,10.822,renewables_share
Annual,Renewable energy - electricity,Percentage,Ireland,2009,14.061,renewables_share
Annual,Renewable energy - electricity,Percentage,Ireland,2010,15.642,renewables_share
Annual,Renewable energy - electricity,Percentage,Ireland,2011,18.252,renewables_share
Annual,Renewable energy - electricity,Percentage,Ireland,2012,19.838,renewables_share
Annual,Renewable energy - electricity,Percentage,Ireland,2013,20.96,renewables_share
Annual,Renewable energy - electricity,Percentage,Ireland,2014,23.32,renewables_share
Annual,Renewable energy - electricity,Percentage,Ireland,2015,25.725,renewables_share
Annual,Renewable energy - electricity,Percentage,Ireland,2016,27.069,renewables_share
Annual,Renewable energy - electricity,Percentage,Ireland,2017,30.318,renewables_share
Annual,Renewable energy - electricity,Percentage,Ireland,2018,33.317,renewables_share
Annual,Renewable energy - electricity,Percentage,Ireland,2019,36.46,renewables_share
Annual,Renewable energy - electricity,Percentage,Ireland,2020,39.055,renewables_share
Annual,Renewable energy - electricity,Percentage,Ireland,2021,37.665,renewables_share
Annual,Renewable energy - electricity,Percentage,Ireland,2022,37.387,renewables_share
Annual,Renewable energy - electricity,Percentage,Ireland,2023,40.43,renewables_share
Annual,Renewable energy - electricity,Percentage,Ireland,2024,41.336,renewables_share
Annual,Renewable energy - electricity,Percentage,Greece,2004,7.842,renewables_share
Annual,Renewable energy - electricity,Percentage,Greece,2005,8.213,renewables_share
Annual,Renewable energy - electricity,Percentage,Greece,2006,8.924,renewables_share
Annual,Renewable energy - electricity,Percentage,Greece,2007,9.33,renewables_share
Annual,Renewable energy - electricity,Percentage,Greece,2008,9.646,renewables_share
Annual,Renewable energy - electricity,Percentage,Greece,2009,11.016,renewables_share
Annual,Renewable energy - electricity,Percentage,Greece,2010,12.307,renewables_share
Annual,Renewable energy - electricity,Percentage,Greece,2011,13.81,renewables_share
Annual,Renewable energy - electricity,Percentage,Greece,2012,16.364,renewables_share
Annual,Renewable energy - electricity,Percentage,Greece,2013,21.241,renewables_share
Annual,Renewable energy - electricity,Percentage,Greece,2014,21.923,renewables_share
Annual,Renewable energy - electricity,Percentage,Greece,2015,22.089,renewables_share
Annual,Renewable energy - electricity,Percentage,Greece,2016,22.657,renewables_share
Annual,Renewable energy - electricity,Percentage,Greece,2017,24.464,renewables_share
Annual,Renewable energy - electricity,Percentage,Greece,2018,26.001,renewables_share
Annual,Renewable energy - electricity,Percentage,Greece,2019,31.295,renewables_share
Annual,Renewable energy - electricity,Percentage,Greece,2020,35.856,renewables_share
Annual,Renewable energy - electricity,Percentage,Greece,2021,35.881,renewables_share
Annual,Renewable energy - electricity,Percentage,Greece,2022,42.361,renewables_share
Annual,Renewable energy - electricity,Percentage,Greece,2023,48.225,renewables_share
Annual,Renewable energy - electricity,Percentage,Greece,2024,51.248,renewables_share
Annual,Renewable energy - electricity,Percentage,Spain,2004,19.018,renewables_share
Annual,Renewable energy - electricity,Percentage,Spain,2005,19.166,renewables_share
Annual,Renewable energy - electricity,Percentage,Spain,2006,20.027,renewables_share
Annual,Renewable energy - electricity,Percentage,Spain,2007,21.718,renewables_share
Annual,Renewable energy - electricity,Percentage,Spain,2008,23.777,renewables_share
Annual,Renewable energy - electricity,Percentage,Spain,2009,27.882,renewables_share
Annual,Renewable energy - electricity,Percentage,Spain,2010,29.748,renewables_share
Annual,Renewable energy - electricity,Percentage,Spain,2011,31.53,renewables_share
Annual,Renewable energy - electricity,Percentage,Spain,2012,33.438,renewables_share
Annual,Renewable energy - electricity,Percentage,Spain,2013,36.027,renewables_share
Annual,Renewable energy - electricity,Percentage,Spain,2014,37.128,renewables_share
Annual,Renewable energy - electricity,Percentage,Spain,2015,36.972,renewables_share
Annual,Renewable energy - electricity,Percentage,Spain,2016,36.676,renewables_share
Annual,Renewable energy - electricity,Percentage,Spain,2017,36.465,renewables_share
Annual,Renewable energy - electricity,Percentage,Spain,2018,35.236,renewables_share
Annual,Renewable energy - electricity,Percentage,Spain,2019,37.131,renewables_share
Annual,Renewable energy - electricity,Percentage,Spain,2020,42.944,renewables_share
Annual,Renewable energy - electricity,Percentage,Spain,2021,45.994,renewables_share
Annual,Renewable energy - electricity,Percentage,Spain,2022,50.888,renewables_share
Annual,Renewable energy - electricity,Percentage,Spain,2023,56.915,renewables_share
Annual,Renewable energy - electricity,Percentage,Spain,2024,59.673,renewables_share
Annual,Renewable energy - electricity,Percentage,France,2004,13.782,renewables_share
Annual,Renewable energy - electricity,Percentage,France,2005,13.738,renewables_share
Annual,Renewable energy - electricity,Percentage,France,2006,14.058,renewables_share
Annual,Renewable energy - electricity,Percentage,France,2007,14.289,renewables_share
Annual,Renewable energy - electricity,Percentage,France,2008,14.358,renewables_share
Annual,Renewable energy - electricity,Percentage,France,2009,15.088,renewables_share
Annual,Renewable energy - electricity,Percentage,France,2010,14.815,renewables_share
Annual,Renewable energy - electricity,Percentage,France,2011,16.179,renewables_share
Annual,Renewable energy - electricity,Percentage,France,2012,16.548,renewables_share
Annual,Renewable energy - electricity,Percentage,France,2013,16.977,renewables_share
Annual,Renewable energy - electricity,Percentage,France,2014,18.465,renewables_share
Annual,Renewable energy - electricity,Percentage,France,2015,18.821,renewables_share
Annual,Renewable energy - electricity,Percentage,France,2016,19.209,renewables_share
Annual,Renewable energy - electricity,Percentage,France,2017,19.933,renewables_share
Annual,Renewable energy - electricity,Percentage,France,2018,21.131,renewables_share
Annual,Renewable energy - electricity,Percentage,France,2019,22.389,renewables_share
Annual,Renewable energy - electricity,Percentage,France,2020,24.819,renewables_share
Annual,Renewable energy - electricity,Percentage,France,2021,24.815,renewables_share
Annual,Renewable energy - electricity,Percentage,France,2022,27.36,renewables_share
Annual,Renewable energy - electricity,Percentage,France,2023,30.295,renewables_share
Annual,Renewable energy - electricity,Percentage,France,2024,31.344,renewables_share
Annual,Renewable energy - electricity,Percentage,Croatia,2004,35.027,renewables_share
Annual,Renewable energy - electricity,Percentage,Croatia,2005,35.184,renewables_share
Annual,Renewable energy - electricity,Percentage,Croatia,2006,34.818,renewables_share
Annual,Renewable energy - electricity,Percentage,Croatia,2007,33.976,renewables_share
Annual,Renewable energy - electricity,Percentage,Croatia,2008,33.865,renewables_share
Annual,Renewable energy - electricity,Percentage,Croatia,2009,35.877,renewables_share
Annual,Renewable energy - electricity,Percentage,Croatia,2010,37.52,renewables_share
Annual,Renewable energy - electricity,Percentage,Croatia,2011,37.592,renewables_share
Annual,Renewable energy - electricity,Percentage,Croatia,2012,38.764,renewables_share
Annual,Renewable energy - electricity,Percentage,Croatia,2013,42.077,renewables_share
Annual,Renewable energy - electricity,Percentage,Croatia,2014,45.241,renewables_share
Annual,Renewable energy - electricity,Percentage,Croatia,2015,45.409,renewables_share
Annual,Renewable energy - electricity,Percentage,Croatia,2016,46.667,renewables_share
Annual,Renewable energy - electricity,Percentage,Croatia,2017,46.437,renewables_share
Annual,Renewable energy - electricity,Percentage,Croatia,2018,48.139,renewables_share
Annual,Renewable energy - electricity,Percentage,Croatia,2019,49.783,renewables_share
Annual,Renewable energy - electricity,Percentage,Croatia,2020,53.816,renewables_share
Annual,Renewable energy - electricity,Percentage,Croatia,2021,53.471,renewables_share
Annual,Renewable energy - electricity,Percentage,Croatia,2022,56.245,renewables_share
Annual,Renewable energy - electricity,Percentage,Croatia,2023,57.518,renewables_share
Annual,Renewable energy - electricity,Percentage,Croatia,2024,58.04,renewables_share
Annual,Renewable energy - electricity,Percentage,Italy,2004,16.086,renewables_share
Annual,Renewable energy - electricity,Percentage,Italy,2005,16.293,renewables_share
Annual,Renewable energy - electricity,Percentage,Italy,2006,15.926,renewables_share
Annual,Renewable energy - electricity,Percentage,Italy,2007,15.954,renewables_share
Annual,Renewable energy - electricity,Percentage,Italy,2008,16.645,renewables_share
Annual,Renewable energy - electricity,Percentage,Italy,2009,18.807,renewables_share
Annual,Renewable energy - electricity,Percentage,Italy,2010,20.091,renewables_share
Annual,Renewable energy - electricity,Percentage,Italy,2011,23.546,renewables_share
Annual,Renewable energy - electricity,Percentage,Italy,2012,27.42,renewables_share
Annual,Renewable energy - electricity,Percentage,Italy,2013,31.302,renewables_share
Annual,Renewable energy - electricity,Percentage,Italy,2014,33.42,renewables_share
Annual,Renewable energy - electricity,Percentage,Italy,2015,33.459,renewables_share
Annual,Renewable energy - electricity,Percentage,Italy,2016,34.012,renewables_share
Annual,Renewable energy - electricity,Percentage,Italy,2017,34.104,renewables_share
Annual,Renewable energy - electricity,Percentage,Italy,2018,33.93,renewables_share
Annual,Renewable energy - electricity,Percentage,Italy,2019,34.969,renewables_share
Annual,Renewable energy - electricity,Percentage,Italy,2020,38.081,renewables_share
Annual,Renewable energy - electricity,Percentage,Italy,2021,35.996,renewables_share
Annual,Renewable energy - electricity,Percentage,Italy,2022,37.102,renewables_share
Annual,Renewable energy - electricity,Percentage,Italy,2023,38.905,renewables_share
Annual,Renewable energy - electricity,Percentage,Italy,2024,40.654,renewables_share
Annual,Renewable energy - electricity,Percentage,Cyprus,2004,0.019,renewables_share
Annual,Renewable energy - electricity,Percentage,Cyprus,2005,0.024,renewables_share
Annual,Renewable energy - electricity,Percentage,Cyprus,2006,0.034,renewables_share
Annual,Renewable energy - electricity,Percentage,Cyprus,2007,0.074,renewables_share
Annual,Renewable energy - electricity,Percentage,Cyprus,2008,0.285,renewables_share
Annual,Renewable energy - electricity,Percentage,Cyprus,2009,0.589,renewables_share
Annual,Renewable energy - electricity,Percentage,Cyprus,2010,1.39,renewables_share
Annual,Renewable energy - electricity,Percentage,Cyprus,2011,3.445,renewables_share
Annual,Renewable energy - electricity,Percentage,Cyprus,2012,4.927,renewables_share
Annual,Renewable energy - electricity,Percentage,Cyprus,2013,6.654,renewables_share
Annual,Renewable energy - electricity,Percentage,Cyprus,2014,7.399,renewables_share
Annual,Renewable energy - electricity,Percentage,Cyprus,2015,8.445,renewables_share
Annual,Renewable energy - electricity,Percentage,Cyprus,2016,8.587,renewables_share
Annual,Renewable energy - electricity,Percentage,Cyprus,2017,8.911,renewables_share
Annual,Renewable energy - electricity,Percentage,Cyprus,2018,9.357,renewables_share
Annual,Renewable energy - electricity,Percentage,Cyprus,2019,9.756,renewables_share
Annual,Renewable energy - electricity,Percentage,Cyprus,2020,12.041,renewables_share
Annual,Renewable energy - electricity,Percentage,Cyprus,2021,14.84,renewables_share
Annual,Renewable energy - electricity,Percentage,Cyprus,2022,16.963,renewables_share
Annual,Renewable energy - electricity,Percentage,Cyprus,2023,20.939,renewables_share
Annual,Renewable energy - electricity,Percentage,Cyprus,2024,24.086,renewables_share
Annual,Renewable energy - electricity,Percentage,Latvia,2004,45.958,renewables_share
Annual,Renewable energy - electricity,Percentage,Latvia,2005,43.023,renewables_share
Annual,Renewable energy - electricity,Percentage,Latvia,2006,40.414,renewables_share
Annual,Renewable energy - electricity,Percentage,Latvia,2007,38.622,renewables_share
Annual,Renewable energy - electricity,Percentage,Latvia,2008,38.733,renewables_share
Annual,Renewable energy - electricity,Percentage,Latvia,2009,41.942,renewables_share
Annual,Renewable energy - electricity,Percentage,Latvia,2010,42.051,renewables_share
Annual,Renewable energy - electricity,Percentage,Latvia,2011,44.694,renewables_share
Annual,Renewable energy - electricity,Percentage,Latvia,2012,44.877,renewables_share
Annual,Renewable energy - electricity,Percentage,Latvia,2013,48.685,renewables_share
Annual,Renewable energy - electricity,Percentage,Latvia,2014,51.037,renewables_share
Annual,Renewable energy - electricity,Percentage,Latvia,2015,52.205,renewables_share
Annual,Renewable energy - electricity,Percentage,Latvia,2016,51.251,renewables_share
Annual,Renewable energy - electricity,Percentage,Latvia,2017,54.352,renewables_share
Annual,Renewable energy - electricity,Percentage,Latvia,2018,53.499,renewables_share
Annual,Renewable energy - electricity,Percentage,Latvia,2019,53.423,renewables_share
Annual,Renewable energy - electricity,Percentage,Latvia,2020,53.357,renewables_share
Annual,Renewable energy - electricity,Percentage,Latvia,2021,51.399,renewables_share
Annual,Renewable energy - electricity,Percentage,Latvia,2022,53.519,renewables_share
Annual,Renewable energy - electricity,Percentage,Latvia,2023,54.317,renewables_share
Annual,Renewable energy - electricity,Percentage,Latvia,2024,55.514,renewables_share
Annual,Renewable energy - electricity,Percentage,Lithuania,2004,3.587,renewables_share
Annual,Renewable energy - electricity,Percentage,Lithuania,2005,3.831,renewables_share
Annual,Renewable energy - electricity,Percentage,Lithuania,2006,4.016,renewables_share
Annual,Renewable energy - electricity,Percentage,Lithuania,2007,4.652,renewables_share
Annual,Renewable energy - electricity,Percentage,Lithuania,2008,4.914,renewables_share
Annual,Renewable energy - electricity,Percentage,Lithuania,2009,5.869,renewables_share
Annual,Renewable energy - electricity,Percentage,Lithuania,2010,7.401,renewables_share
Annual,Renewable energy - electricity,Percentage,Lithuania,2011,9.02,renewables_share
Annual,Renewable energy - electricity,Percentage,Lithuania,2012,10.876,renewables_share
Annual,Renewable energy - electricity,Percentage,Lithuania,2013,13.149,renewables_share
Annual,Renewable energy - electricity,Percentage,Lithuania,2014,13.705,renewables_share
Annual,Renewable energy - electricity,Percentage,Lithuania,2015,15.543,renewables_share
Annual,Renewable energy - electricity,Percentage,Lithuania,2016,16.872,renewables_share
Annual,Renewable energy - electricity,Percentage,Lithuania,2017,18.255,renewables_share
Annual,Renewable energy - electricity,Percentage,Lithuania,2018,18.408,renewables_share
Annual,Renewable energy - electricity,Percentage,Lithuania,2019,18.79,renewables_share
Annual,Renewable energy - electricity,Percentage,Lithuania,2020,20.166,renewables_share
Annual,Renewable energy - electricity,Percentage,Lithuania,2021,21.278,renewables_share
Annual,Renewable energy - electricity,Percentage,Lithuania,2022,26.461,renewables_share
Annual,Renewable energy - electricity,Percentage,Lithuania,2023,36.469,renewables_share
Annual,Renewable energy - electricity,Percentage,Lithuania,2024,48.987,renewables_share
Annual,Renewable energy - electricity,Percentage,Luxembourg,2004,2.765,renewables_share
Annual,Renewable energy - electricity,Percentage,Luxembourg,2005,3.179,renewables_share
Annual,Renewable energy - electricity,Percentage,Luxembourg,2006,3.172,renewables_share
Annual,Renewable energy - electricity,Percentage,Luxembourg,2007,3.305,renewables_share
Annual,Renewable energy - electricity,Percentage,Luxembourg,2008,3.581,renewables_share
Annual,Renewable energy - electricity,Percentage,Luxembourg,2009,4.105,renewables_share
Annual,Renewable energy - electricity,Percentage,Luxembourg,2010,3.786,renewables_share
Annual,Renewable energy - electricity,Percentage,Luxembourg,2011,4.075,renewables_share
Annual,Renewable energy - electricity,Percentage,Luxembourg,2012,4.66,renewables_share
Annual,Renewable energy - electricity,Percentage,Luxembourg,2013,5.329,renewables_share
Annual,Renewable energy - electricity,Percentage,Luxembourg,2014,5.958,renewables_share
Annual,Renewable energy - electricity,Percentage,Luxembourg,2015,6.197,renewables_share
Annual,Renewable energy - electricity,Percentage,Luxembourg,2016,6.674,renewables_share
Annual,Renewable energy - electricity,Percentage,Luxembourg,2017,8.055,renewables_share
Annual,Renewable energy - electricity,Percentage,Luxembourg,2018,9.115,renewables_share
Annual,Renewable energy - electricity,Percentage,Luxembourg,2019,10.863,renewables_share
Annual,Renewable energy - electricity,Percentage,Luxembourg,2020,13.887,renewables_share
Annual,Renewable energy - electricity,Percentage,Luxembourg,2021,14.216,renewables_share
Annual,Renewable energy - electricity,Percentage,Luxembourg,2022,16.321,renewables_share
Annual,Renewable energy - electricity,Percentage,Luxembourg,2023,18.196,renewables_share
Annual,Renewable energy - electricity,Percentage,Luxembourg,2024,20.5,renewables_share
Annual,Renewable energy - electricity,Percentage,Hungary,2004,2.22,renewables_share
Annual,Renewable energy - electricity,Percentage,Hungary,2005,4.419,renewables_share
Annual,Renewable energy - electricity,Percentage,Hungary,2006,3.453,renewables_share
Annual,Renewable energy - electricity,Percentage,Hungary,2007,4.193,renewables_share
Annual,Renewable energy - electricity,Percentage,Hungary,2008,5.317,renewables_share
Annual,Renewable energy - electricity,Percentage,Hungary,2009,6.958,renewables_share
Annual,Renewable energy - electricity,Percentage,Hungary,2010,7.103,renewables_share
Annual,Renewable energy - electricity,Percentage,Hungary,2011,6.379,renewables_share
Annual,Renewable energy - electricity,Percentage,Hungary,2012,6.057,renewables_share
Annual,Renewable energy - electricity,Percentage,Hungary,2013,6.6,renewables_share
Annual,Renewable energy - electricity,Percentage,Hungary,2014,7.305,renewables_share
Annual,Renewable energy - electricity,Percentage,Hungary,2015,7.341,renewables_share
Annual,Renewable energy - electricity,Percentage,Hungary,2016,7.292,renewables_share
Annual,Renewable energy - electricity,Percentage,Hungary,2017,7.513,renewables_share
Annual,Renewable energy - electricity,Percentage,Hungary,2018,8.306,renewables_share
Annual,Renewable energy - electricity,Percentage,Hungary,2019,9.969,renewables_share
Annual,Renewable energy - electricity,Percentage,Hungary,2020,11.904,renewables_share
Annual,Renewable energy - electricity,Percentage,Hungary,2021,13.66,renewables_share
Annual,Renewable energy - electricity,Percentage,Hungary,2022,15.333,renewables_share
Annual,Renewable energy - electricity,Percentage,Hungary,2023,19.537,renewables_share
Annual,Renewable energy - electricity,Percentage,Hungary,2024,24.056,renewables_share
Annual,Renewable energy - electricity,Percentage,Malta,2004,0.0,renewables_share
Annual,Renewable energy - electricity,Percentage,Malta,2005,0.0,renewables_share
Annual,Renewable energy - electricity,Percentage,Malta,2006,0.0,renewables_share
Annual,Renewable energy - electricity,Percentage,Malta,2007,0.0,renewables_share
Annual,Renewable energy - electricity,Percentage,Malta,2008,0.0,renewables_share
Annual,Renewable energy - electricity,Percentage,Malta,2009,0.0,renewables_share
Annual,Renewable energy - electricity,Percentage,Malta,2010,0.032,renewables_share
Annual,Renewable energy - electricity,Percentage,Malta,2011,0.454,renewables_share
