freq,nrg_bal,unit,geo,time,value
Annual,Renewable energy - transport,Percentage,Bulgaria,2014-01-01,5.742
Annual,Renewable energy - transport,Percentage,Bulgaria,2015-01-01,6.492
Annual,Renewable energy - transport,Percentage,Bulgaria,2016-01-01,7.203
Annual,Renewable energy - transport,Percentage,Bulgaria,2017-01-01,7.273
Annual,Renewable energy - transport,Percentage,Bulgaria,2018-01-01,8.076
Annual,Renewable energy - transport,Percentage,Bulgaria,2019-01-01,7.893
Annual,Renewable energy - transport,Percentage,Bulgaria,2020-01-01,9.101
Annual,Renewable energy - transport,Percentage,Bulgaria,2021-01-01,7.613
Annual,Renewable energy - transport,Percentage,Bulgaria,2022-01-01,7.662
Annual,Renewable energy - transport,Percentage,Bulgaria,2023-01-01,8.089
Annual,Renewable energy - transport,Percentage,Bulgaria,2024-01-01,8.197
Annual,Renewable energy - transport,Percentage,Czechia,2004-01-01,1.203
Annual,Renewable energy - transport,Percentage,Czechia,2005-01-01,1.099
Annual,Renewable energy - transport,Percentage,Czechia,2006-01-01,1.073
Annual,Renewable energy - transport,Percentage,Czechia,2007-01-01,1.048
Annual,Renewable energy - transport,Percentage,Czechia,2008-01-01,2.843
Annual,Renewable energy - transport,Percentage,Czechia,2009-01-01,4.312
Annual,Renewable energy - transport,Percentage,Czechia,2010-01-01,5.22
Annual,Renewable energy - transport,Percentage,Czechia,2011-01-01,1.285
Annual,Renewable energy - transport,Percentage,Czechia,2012-01-01,6.249
Annual,Renewable energy - transport,Percentage,Czechia,2013-01-01,6.445
Annual,Renewable energy - transport,Percentage,Czechia,2014-01-01,6.997
Annual,Renewable energy - transport,Percentage,Czechia,2015-01-01,6.537
Annual,Renewable energy - transport,Percentage,Czechia,2016-01-01,6.496
Annual,Renewable energy - transport,Percentage,Czechia,2017-01-01,6.616
Annual,Renewable energy - transport,Percentage,Czechia,2018-01-01,6.556
Annual,Renewable energy - transport,Percentage,Czechia,2019-01-01,7.841
Annual,Renewable energy - transport,Percentage,Czechia,2020-01-01,9.383
Annual,Renewable energy - transport,Percentage,Czechia,2021-01-01,6.74
Annual,Renewable energy - transport,Percentage,Czechia,2022-01-01,6.24
Annual,Renewable energy - transport,Percentage,Czechia,2023-01-01,5.653
Annual,Renewable energy - transport,Percentage,Czechia,2024-01-01,5.743
Annual,Renewable energy - transport,Percentage,Denmark,2004-01-01,0.445
Annual,Renewable energy - transport,Percentage,Denmark,2005-01-01,0.443
Annual,Renewable energy - transport,Percentage,Denmark,2006-01-01,0.521
Annual,Renewable energy - transport,Percentage,Denmark,2007-01-01,0.535
Annual,Renewable energy - transport,Percentage,Denmark,2008-01-01,0.54
Annual,Renewable energy - transport,Percentage,Denmark,2009-01-01,0.693
Annual,Renewable energy - transport,Percentage,Denmark,2010-01-01,1.15
Annual,Renewable energy - transport,Percentage,Denmark,2011-01-01,3.609
Annual,Renewable energy - transport,Percentage,Denmark,2012-01-01,6.278
Annual,Renewable energy - transport,Percentage,Denmark,2013-01-01,6.456
Annual,Renewable energy - transport,Percentage,Denmark,2014-01-01,6.556
Annual,Renewable energy - transport,Percentage,Denmark,2015-01-01,6.432
Annual,Renewable energy - transport,Percentage,Denmark,2016-01-01,6.732
Annual,Renewable energy - transport,Percentage,Denmark,2017-01-01,6.935
Annual,Renewable energy - transport,Percentage,Denmark,2018-01-01,6.92
Annual,Renewable energy - transport,Percentage,Denmark,2019-01-01,7.11
Annual,Renewable energy - transport,Percentage,Denmark,2020-01-01,9.701
Annual,Renewable energy - transport,Percentage,Denmark,2021-01-01,10.062
Annual,Renewable energy - transport,Percentage,Denmark,2022-01-01,9.976
Annual,Renewable energy - transport,Percentage,Denmark,2023-01-01,11.133
Annual,Renewable energy - transport,Percentage,Denmark,2024-01-01,14.12
Annual,Renewable energy - transport,Percentage,Germany,2004-01-01,2.136
Annual,Renewable energy - transport,Percentage,Germany,2005-01-01,3.953
Annual,Renewable energy - transport,Percentage,Germany,2006-01-01,6.701
Annual,Renewable energy - transport,Percentage,Germany,2007-01-01,7.532
Annual,Renewable energy - transport,Percentage,Germany,2008-01-01,6.316
Annual,Renewable energy - transport,Percentage,Germany,2009-01-01,5.877
Annual,Renewable energy - transport,Percentage,Germany,2010-01-01,6.413
Annual,Renewable energy - transport,Percentage,Germany,2011-01-01,6.461
Annual,Renewable energy - transport,Percentage,Germany,2012-01-01,7.322
Annual,Renewable energy - transport,Percentage,Germany,2013-01-01,7.299
Annual,Renewable energy - transport,Percentage,Germany,2014-01-01,6.9
Annual,Renewable energy - transport,Percentage,Germany,2015-01-01,6.569
Annual,Renewable energy - transport,Percentage,Germany,2016-01-01,7.013
Annual,Renewable energy - transport,Percentage,Germany,2017-01-01,7.028
Annual,Renewable energy - transport,Percentage,Germany,2018-01-01,7.941
Annual,Renewable energy - transport,Percentage,Germany,2019-01-01,7.63
Annual,Renewable energy - transport,Percentage,Germany,2020-01-01,10.008
Annual,Renewable energy - transport,Percentage,Germany,2021-01-01,8.104
Annual,Renewable energy - transport,Percentage,Germany,2022-01-01,10.07
Annual,Renewable energy - transport,Percentage,Germany,2023-01-01,12.257
Annual,Renewable energy - transport,Percentage,Germany,2024-01-01,12.367
Annual,Renewable energy - transport,Percentage,Estonia,2004-01-01,0.2
Annual,Renewable energy - transport,Percentage,Estonia,2005-01-01,0.235
Annual,Renewable energy - transport,Percentage,Estonia,2006-01-01,0.184
Annual,Renewable energy - transport,Percentage,Estonia,2007-01-01,0.168
Annual,Renewable energy - transport,Percentage,Estonia,2008-01-01,0.185
Annual,Renewable energy - transport,Percentage,Estonia,2009-01-01,0.438
Annual,Renewable energy - transport,Percentage,Estonia,2010-01-01,0.433
Annual,Renewable energy - transport,Percentage,Estonia,2011-01-01,0.445
Annual,Renewable energy - transport,Percentage,Estonia,2012-01-01,0.451
Annual,Renewable energy - transport,Percentage,Estonia,2013-01-01,0.448
Annual,Renewable energy - transport,Percentage,Estonia,2014-01-01,0.418
Annual,Renewable energy - transport,Percentage,Estonia,2015-01-01,0.413
Annual,Renewable energy - transport,Percentage,Estonia,2016-01-01,0.431
Annual,Renewable energy - transport,Percentage,Estonia,2017-01-01,0.417
Annual,Renewable energy - transport,Percentage,Estonia,2018-01-01,3.315
Annual,Renewable energy - transport,Percentage,Estonia,2019-01-01,6.243
Annual,Renewable energy - transport,Percentage,Estonia,2020-01-01,12.165
Annual,Renewable energy - transport,Percentage,Estonia,2021-01-01,11.187
Annual,Renewable energy - transport,Percentage,Estonia,2022-01-01,8.531
Annual,Renewable energy - transport,Percentage,Estonia,2023-01-01,9.065
Annual,Renewable energy - transport,Percentage,Estonia,2024-01-01,7.707
Annual,Renewable energy - transport,Percentage,Ireland,2004-01-01,0.044
Annual,Renewable energy - transport,Percentage,Ireland,2005-01-01,0.075
Annual,Renewable energy - transport,Percentage,Ireland,2006-01-01,0.102
Annual,Renewable energy - transport,Percentage,Ireland,2007-01-01,0.503
Annual,Renewable energy - transport,Percentage,Ireland,2008-01-01,1.305
Annual,Renewable energy - transport,Percentage,Ireland,2009-01-01,1.962
Annual,Renewable energy - transport,Percentage,Ireland,2010-01-01,2.491
Annual,Renewable energy - transport,Percentage,Ireland,2011-01-01,3.844
Annual,Renewable energy - transport,Percentage,Ireland,2012-01-01,4.044
Annual,Renewable energy - transport,Percentage,Ireland,2013-01-01,4.898
Annual,Renewable energy - transport,Percentage,Ireland,2014-01-01,5.204
Annual,Renewable energy - transport,Percentage,Ireland,2015-01-01,5.942
Annual,Renewable energy - transport,Percentage,Ireland,2016-01-01,5.159
Annual,Renewable energy - transport,Percentage,Ireland,2017-01-01,7.442
Annual,Renewable energy - transport,Percentage,Ireland,2018-01-01,7.186
Annual,Renewable energy - transport,Percentage,Ireland,2019-01-01,8.917
Annual,Renewable energy - transport,Percentage,Ireland,2020-01-01,10.187
Annual,Renewable energy - transport,Percentage,Ireland,2021-01-01,4.646
Annual,Renewable energy - transport,Percentage,Ireland,2022-01-01,5.825
Annual,Renewable energy - transport,Percentage,Ireland,2023-01-01,7.593
Annual,Renewable energy - transport,Percentage,Ireland,2024-01-01,8.657
Annual,Renewable energy - transport,Percentage,Greece,2004-01-01,0.087
Annual,Renewable energy - transport,Percentage,Greece,2005-01-01,0.059
Annual,Renewable energy - transport,Percentage,Greece,2006-01-01,0.735
Annual,Renewable energy - transport,Percentage,Greece,2007-01-01,1.269
Annual,Renewable energy - transport,Percentage,Greece,2008-01-01,1.062
Annual,Renewable energy - transport,Percentage,Greece,2009-01-01,1.102
Annual,Renewable energy - transport,Percentage,Greece,2010-01-01,1.915
Annual,Renewable energy - transport,Percentage,Greece,2011-01-01,0.6
Annual,Renewable energy - transport,Percentage,Greece,2012-01-01,0.903
Annual,Renewable energy - transport,Percentage,Greece,2013-01-01,0.98
Annual,Renewable energy - transport,Percentage,Greece,2014-01-01,1.326
Annual,Renewable energy - transport,Percentage,Greece,2015-01-01,1.1
Annual,Renewable energy - transport,Percentage,Greece,2016-01-01,1.624
Annual,Renewable energy - transport,Percentage,Greece,2017-01-01,4.001
Annual,Renewable energy - transport,Percentage,Greece,2018-01-01,4.108
Annual,Renewable energy - transport,Percentage,Greece,2019-01-01,4.049
Annual,Renewable energy - transport,Percentage,Greece,2020-01-01,5.341
Annual,Renewable energy - transport,Percentage,Greece,2021-01-01,4.414
Annual,Renewable energy - transport,Percentage,Greece,2022-01-01,4.083
Annual,Renewable energy - transport,Percentage,Greece,2023-01-01,3.942
Annual,Renewable energy - transport,Percentage,Greece,2024-01-01,3.872
Annual,Renewable energy - transport,Percentage,Spain,2004-01-01,1.035
Annual,Renewable energy - transport,Percentage,Spain,2005-01-01,1.267
Annual,Renewable energy - transport,Percentage,Spain,2006-01-01,0.837
Annual,Renewable energy - transport,Percentage,Spain,2007-01-01,1.375
Annual,Renewable energy - transport,Percentage,Spain,2008-01-01,2.165
Annual,Renewable energy - transport,Percentage,Spain,2009-01-01,3.71
Annual,Renewable energy - transport,Percentage,Spain,2010-01-01,5.018
Annual,Renewable energy - transport,Percentage,Spain,2011-01-01,0.767
Annual,Renewable energy - transport,Percentage,Spain,2012-01-01,0.869
Annual,Renewable energy - transport,Percentage,Spain,2013-01-01,0.95
Annual,Renewable energy - transport,Percentage,Spain,2014-01-01,1.024
Annual,Renewable energy - transport,Percentage,Spain,2015-01-01,1.088
Annual,Renewable energy - transport,Percentage,Spain,2016-01-01,5.167
Annual,Renewable energy - transport,Percentage,Spain,2017-01-01,5.798
Annual,Renewable energy - transport,Percentage,Spain,2018-01-01,6.938
Annual,Renewable energy - transport,Percentage,Spain,2019-01-01,7.61
Annual,Renewable energy - transport,Percentage,Spain,2020-01-01,9.528
Annual,Renewable energy - transport,Percentage,Spain,2021-01-01,9.207
Annual,Renewable energy - transport,Percentage,Spain,2022-01-01,9.683
Annual,Renewable energy - transport,Percentage,Spain,2023-01-01,11.96
Annual,Renewable energy - transport,Percentage,Spain,2024-01-01,11.298
Annual,Renewable energy - transport,Percentage,France,2004-01-01,0.783
Annual,Renewable energy - transport,Percentage,France,2005-01-01,0.784
Annual,Renewable energy - transport,Percentage,France,2006-01-01,0.792
Annual,Renewable energy - transport,Percentage,France,2007-01-01,0.828
Annual,Renewable energy - transport,Percentage,France,2008-01-01,6.245
Annual,Renewable energy - transport,Percentage,France,2009-01-01,6.649
Annual,Renewable energy - transport,Percentage,France,2010-01-01,6.577
Annual,Renewable energy - transport,Percentage,France,2011-01-01,0.987
Annual,Renewable energy - transport,Percentage,France,2012-01-01,7.414
Annual,Renewable energy - transport,Percentage,France,2013-01-01,7.6
Annual,Renewable energy - transport,Percentage,France,2014-01-01,8.249
Annual,Renewable energy - transport,Percentage,France,2015-01-01,8.366
Annual,Renewable energy - transport,Percentage,France,2016-01-01,8.405
Annual,Renewable energy - transport,Percentage,France,2017-01-01,8.765
Annual,Renewable energy - transport,Percentage,France,2018-01-01,8.963
Annual,Renewable energy - transport,Percentage,France,2019-01-01,9.248
Annual,Renewable energy - transport,Percentage,France,2020-01-01,9.207
Annual,Renewable energy - transport,Percentage,France,2021-01-01,8.114
Annual,Renewable energy - transport,Percentage,France,2022-01-01,8.941
Annual,Renewable energy - transport,Percentage,France,2023-01-01,9.944
Annual,Renewable energy - transport,Percentage,France,2024-01-01,10.788
Annual,Renewable energy - transport,Percentage,Croatia,2004-01-01,0.995
Annual,Renewable energy - transport,Percentage,Croatia,2005-01-01,1.025
Annual,Renewable energy - transport,Percentage,Croatia,2006-01-01,1.005
Annual,Renewable energy - transport,Percentage,Croatia,2007-01-01,1.121
Annual,Renewable energy - transport,Percentage,Croatia,2008-01-01,1.072
Annual,Renewable energy - transport,Percentage,Croatia,2009-01-01,1.291
Annual,Renewable energy - transport,Percentage,Croatia,2010-01-01,1.123
Annual,Renewable energy - transport,Percentage,Croatia,2011-01-01,1.029
Annual,Renewable energy - transport,Percentage,Croatia,2012-01-01,1.049
Annual,Renewable energy - transport,Percentage,Croatia,2013-01-01,2.715
Annual,Renewable energy - transport,Percentage,Croatia,2014-01-01,2.652
Annual,Renewable energy - transport,Percentage,Croatia,2015-01-01,2.361
Annual,Renewable energy - transport,Percentage,Croatia,2016-01-01,1.218
Annual,Renewable energy - transport,Percentage,Croatia,2017-01-01,1.174
Annual,Renewable energy - transport,Percentage,Croatia,2018-01-01,2.582
Annual,Renewable energy - transport,Percentage,Croatia,2019-01-01,5.855
Annual,Renewable energy - transport,Percentage,Croatia,2020-01-01,6.593
Annual,Renewable energy - transport,Percentage,Croatia,2021-01-01,6.985
Annual,Renewable energy - transport,Percentage,Croatia,2022-01-01,2.395
Annual,Renewable energy - transport,Percentage,Croatia,2023-01-01,0.919
Annual,Renewable energy - transport,Percentage,Croatia,2024-01-01,0.936
Annual,Renewable energy - transport,Percentage,Italy,2004-01-01,1.213
Annual,Renewable energy - transport,Percentage,Italy,2005-01-01,1.048
Annual,Renewable energy - transport,Percentage,Italy,2006-01-01,0.995
Annual,Renewable energy - transport,Percentage,Italy,2007-01-01,0.964
Annual,Renewable energy - transport,Percentage,Italy,2008-01-01,2.616
Annual,Renewable energy - transport,Percentage,Italy,2009-01-01,3.999
Annual,Renewable energy - transport,Percentage,Italy,2010-01-01,4.916
Annual,Renewable energy - transport,Percentage,Italy,2011-01-01,5.06
Annual,Renewable energy - transport,Percentage,Italy,2012-01-01,6.155
Annual,Renewable energy - transport,Percentage,Italy,2013-01-01,5.411
Annual,Renewable energy - transport,Percentage,Italy,2014-01-01,5.02
Annual,Renewable energy - transport,Percentage,Italy,2015-01-01,6.505
Annual,Renewable energy - transport,Percentage,Italy,2016-01-01,7.414
Annual,Renewable energy - transport,Percentage,Italy,2017-01-01,6.484
Annual,Renewable energy - transport,Percentage,Italy,2018-01-01,7.659
Annual,Renewable energy - transport,Percentage,Italy,2019-01-01,9.047
Annual,Renewable energy - transport,Percentage,Italy,2020-01-01,10.736
Annual,Renewable energy - transport,Percentage,Italy,2021-01-01,9.87
Annual,Renewable energy - transport,Percentage,Italy,2022-01-01,10.048
Annual,Renewable energy - transport,Percentage,Italy,2023-01-01,10.435
Annual,Renewable energy - transport,Percentage,Italy,2024-01-01,9.951
Annual,Renewable energy - transport,Percentage,Cyprus,2004-01-01,0.0
Annual,Renewable energy - transport,Percentage,Cyprus,2005-01-01,0.0
Annual,Renewable energy - transport,Percentage,Cyprus,2006-01-01,0.0
Annual,Renewable energy - transport,Percentage,Cyprus,2007-01-01,0.0
Annual,Renewable energy - transport,Percentage,Cyprus,2008-01-01,1.921
Annual,Renewable energy - transport,Percentage,Cyprus,2009-01-01,2.036
Annual,Renewable energy - transport,Percentage,Cyprus,2010-01-01,1.994
Annual,Renewable energy - transport,Percentage,Cyprus,2011-01-01,0.0
Annual,Renewable energy - transport,Percentage,Cyprus,2012-01-01,0.0
Annual,Renewable energy - transport,Percentage,Cyprus,2013-01-01,1.127
Annual,Renewable energy - transport,Percentage,Cyprus,2014-01-01,2.68
Annual,Renewable energy - transport,Percentage,Cyprus,2015-01-01,2.521
Annual,Renewable energy - transport,Percentage,Cyprus,2016-01-01,2.671
Annual,Renewable energy - transport,Percentage,Cyprus,2017-01-01,2.561
Annual,Renewable energy - transport,Percentage,Cyprus,2018-01-01,2.661
Annual,Renewable energy - transport,Percentage,Cyprus,2019-01-01,3.316
Annual,Renewable energy - transport,Percentage,Cyprus,2020-01-01,7.401
Annual,Renewable energy - transport,Percentage,Cyprus,2021-01-01,7.189
Annual,Renewable energy - transport,Percentage,Cyprus,2022-01-01,7.228
Annual,Renewable energy - transport,Percentage,Cyprus,2023-01-01,7.285
Annual,Renewable energy - transport,Percentage,Cyprus,2024-01-01,7.389
Annual,Renewable energy - transport,Percentage,Latvia,2004-01-01,2.139
Annual,Renewable energy - transport,Percentage,Latvia,2005-01-01,2.389
Annual,Renewable energy - transport,Percentage,Latvia,2006-01-01,2.165
Annual,Renewable energy - transport,Percentage,Latvia,2007-01-01,1.666
Annual,Renewable energy - transport,Percentage,Latvia,2008-01-01,1.688
Annual,Renewable energy - transport,Percentage,Latvia,2009-01-01,1.888
Annual,Renewable energy - transport,Percentage,Latvia,2010-01-01,3.978
Annual,Renewable energy - transport,Percentage,Latvia,2011-01-01,4.09
Annual,Renewable energy - transport,Percentage,Latvia,2012-01-01,3.995
Annual,Renewable energy - transport,Percentage,Latvia,2013-01-01,4.029
Annual,Renewable energy - transport,Percentage,Latvia,2014-01-01,4.075
Annual,Renewable energy - transport,Percentage,Latvia,2015-01-01,3.639
Annual,Renewable energy - transport,Percentage,Latvia,2016-01-01,2.449
Annual,Renewable energy - transport,Percentage,Latvia,2017-01-01,2.27
Annual,Renewable energy - transport,Percentage,Latvia,2018-01-01,4.729
Annual,Renewable energy - transport,Percentage,Latvia,2019-01-01,4.554
Annual,Renewable energy - transport,Percentage,Latvia,2020-01-01,6.733
Annual,Renewable energy - transport,Percentage,Latvia,2021-01-01,6.436
Annual,Renewable energy - transport,Percentage,Latvia,2022-01-01,3.123
Annual,Renewable energy - transport,Percentage,Latvia,2023-01-01,1.358
Annual,Renewable energy - transport,Percentage,Latvia,2024-01-01,8.78
Annual,Renewable energy - transport,Percentage,Lithuania,2004-01-01,0.446
Annual,Renewable energy - transport,Percentage,Lithuania,2005-01-01,0.657
Annual,Renewable energy - transport,Percentage,Lithuania,2006-01-01,1.905
Annual,Renewable energy - transport,Percentage,Lithuania,2007-01-01,3.821
Annual,Renewable energy - transport,Percentage,Lithuania,2008-01-01,4.318
Annual,Renewable energy - transport,Percentage,Lithuania,2009-01-01,4.481
Annual,Renewable energy - transport,Percentage,Lithuania,2010-01-01,3.794
Annual,Renewable energy - transport,Percentage,Lithuania,2011-01-01,3.828
Annual,Renewable energy - transport,Percentage,Lithuania,2012-01-01,4.973
Annual,Renewable energy - transport,Percentage,Lithuania,2013-01-01,4.835
Annual,Renewable energy - transport,Percentage,Lithuania,2014-01-01,4.355
Annual,Renewable energy - transport,Percentage,Lithuania,2015-01-01,4.582
Annual,Renewable energy - transport,Percentage,Lithuania,2016-01-01,3.649
Annual,Renewable energy - transport,Percentage,Lithuania,2017-01-01,4.3
Annual,Renewable energy - transport,Percentage,Lithuania,2018-01-01,4.333
Annual,Renewable energy - transport,Percentage,Lithuania,2019-01-01,4.049
Annual,Renewable energy - transport,Percentage,Lithuania,2020-01-01,5.511
Annual,Renewable energy - transport,Percentage,Lithuania,2021-01-01,6.467
Annual,Renewable energy - transport,Percentage,Lithuania,2022-01-01,6.682
Annual,Renewable energy - transport,Percentage,Lithuania,2023-01-01,7.231
Annual,Renewable energy - transport,Percentage,Lithuania,2024-01-01,8.983
Annual,Renewable energy - transport,Percentage,Luxembourg,2004-01-01,0.138
Annual,Renewable energy - transport,Percentage,Luxembourg,2005-01-01,0.159
Annual,Renewable energy - transport,Percentage,Luxembourg,2006-01-01,0.189
Annual,Renewable energy - transport,Percentage,Luxembourg,2007-01-01,2.203
Annual,Renewable energy - transport,Percentage,Luxembourg,2008-01-01,2.173
Annual,Renewable energy - transport,Percentage,Luxembourg,2009-01-01,2.233
Annual,Renewable energy - transport,Percentage,Luxembourg,2010-01-01,2.093
Annual,Renewable energy - transport,Percentage,Luxembourg,2011-01-01,2.36
Annual,Renewable energy - transport,Percentage,Luxembourg,2012-01-01,2.827
Annual,Renewable energy - transport,Percentage,Luxembourg,2013-01-01,4.074
Annual,Renewable energy - transport,Percentage,Luxembourg,2014-01-01,5.55
Annual,Renewable energy - transport,Percentage,Luxembourg,2015-01-01,6.7
Annual,Renewable energy - transport,Percentage,Luxembourg,2016-01-01,5.965
Annual,Renewable energy - transport,Percentage,Luxembourg,2017-01-01,6.478
Annual,Renewable energy - transport,Percentage,Luxembourg,2018-01-01,6.596
Annual,Renewable energy - transport,Percentage,Luxembourg,2019-01-01,7.707
Annual,Renewable energy - transport,Percentage,Luxembourg,2020-01-01,12.581
Annual,Renewable energy - transport,Percentage,Luxembourg,2021-01-01,7.968
Annual,Renewable energy - transport,Percentage,Luxembourg,2022-01-01,8.71
Annual,Renewable energy - transport,Percentage,Luxembourg,2023-01-01,9.118
Annual,Renewable energy - transport,Percentage,Luxembourg,2024-01-01,9.456
Annual,Renewable energy - transport,Percentage,Hungary,2004-01-01,1.016
Annual,Renewable energy - transport,Percentage,Hungary,2005-01-01,1.006
Annual,Renewable energy - transport,Percentage,Hungary,2006-01-01,1.217
Annual,Renewable energy - transport,Percentage,Hungary,2007-01-01,1.633
Annual,Renewable energy - transport,Percentage,Hungary,2008-01-01,5.183
Annual,Renewable energy - transport,Percentage,Hungary,2009-01-01,5.887
Annual,Renewable energy - transport,Percentage,Hungary,2010-01-01,6.163
Annual,Renewable energy - transport,Percentage,Hungary,2011-01-01,6.174
Annual,Renewable energy - transport,Percentage,Hungary,2012-01-01,5.998
Annual,Renewable energy - transport,Percentage,Hungary,2013-01-01,6.341
Annual,Renewable energy - transport,Percentage,Hungary,2014-01-01,7.001
Annual,Renewable energy - transport,Percentage,Hungary,2015-01-01,7.169
Annual,Renewable energy - transport,Percentage,Hungary,2016-01-01,7.768
Annual,Renewable energy - transport,Percentage,Hungary,2017-01-01,7.731
Annual,Renewable energy - transport,Percentage,Hungary,2018-01-01,7.746
Annual,Renewable energy - transport,Percentage,Hungary,2019-01-01,8.057
Annual,Renewable energy - transport,Percentage,Hungary,2020-01-01,11.571
Annual,Renewable energy - transport,Percentage,Hungary,2021-01-01,6.165
Annual,Renewable energy - transport,Percentage,Hungary,2022-01-01,7.77
Annual,Renewable energy - transport,Percentage,Hungary,2023-01-01,7.575
Annual,Renewable energy - transport,Percentage,Hungary,2024-01-01,7.918
Annual,Renewable energy - transport,Percentage,Malta,2004-01-01,0.0
Annual,Renewable energy - transport,Percentage,Malta,2005-01-01,0.0
Annual,Renewable energy - transport,Percentage,Malta,2006-01-01,0.0
Annual,Renewable energy - transport,Percentage,Malta,2007-01-01,0.0
Annual,Renewable energy - transport,Percentage,Malta,2008-01-01,0.0
Annual,Renewable energy - transport,Percentage,Malta,2009-01-01,0.0
Annual,Renewable energy - transport,Percentage,Malta,2010-01-01,0.0
Annual,Renewable energy - transport,Percentage,Malta,2011-01-01,2.016
Annual,Renewable energy - transport,Percentage,Malta,2012-01-01,3.216
Annual,Renewable energy - transport,Percentage,Malta,2013-01-01,3.484
Annual,Renewable energy - transport,Percentage,Malta,2014-01-01,4.667
Annual,Renewable energy - transport,Percentage,Malta,2015-01-01,4.679
Annual,Renewable energy - transport,Percentage,Malta,2016-01-01,5.269
Annual,Renewable energy - transport,Percentage,Malta,2017-01-01,6.826
Annual,Renewable energy - transport,Percentage,Malta,2018-01-01,8.019
Annual,Renewable energy - transport,Percentage,Malta,2019-01-01,8.902
Annual,Renewable energy - transport,Percentage,Malta,2020-01-01,10.586
Annual,Renewable energy - transport,Percentage,Malta,2021-01-01,10.516
Annual,Renewable energy - transport,Percentage,Malta,2022-01-01,10.473
Annual,Renewable energy - transport,Percentage,Malta,2023-01-01,10.748
Annual,Renewable energy - transport,Percentage,Malta,2024-01-01,11.351
Annual,Renewable energy - transport,Percentage,Netherlands,2004-01-01,0.515
Annual,Renewable energy - transport,Percentage,Netherlands,2005-01-01,0.499
Annual,Renewable energy - transport,Percentage,Netherlands,2006-01-01,0.85
Annual,Renewable energy - transport,Percentage,Netherlands,2007-01-01,3.182
Annual,Renewable energy - transport,Percentage,Netherlands,2008-01-01,2.981
Annual,Renewable energy - transport,Percentage,Netherlands,2009-01-01,4.57
Annual,Renewable energy - transport,Percentage,Netherlands,2010-01-01,3.397
Annual,Renewable energy - transport,Percentage,Netherlands,2011-01-01,5.068
Annual,Renewable energy - transport,Percentage,Netherlands,2012-01-01,5.217
Annual,Renewable energy - transport,Percentage,Netherlands,2013-01-01,5.343
Annual,Renewable energy - transport,Percentage,Netherlands,2014-01-01,6.562
Annual,Renewable energy - transport,Percentage,Netherlands,2015-01-01,5.597
Annual,Renewable energy - transport,Percentage,Netherlands,2016-01-01,4.761
Annual,Renewable energy - transport,Percentage,Netherlands,2017-01-01,5.842
Annual,Renewable energy - transport,Percentage,Netherlands,2018-01-01,9.483
Annual,Renewable energy - transport,Percentage,Netherlands,2019-01-01,12.326
Annual,Renewable energy - transport,Percentage,Netherlands,2020-01-01,12.631
Annual,Renewable energy - transport,Percentage,Netherlands,2021-01-01,9.279
Annual,Renewable energy - transport,Percentage,Netherlands,2022-01-01,11.163
Annual,Renewable energy - transport,Percentage,Netherlands,2023-01-01,13.51
Annual,Renewable energy - transport,Percentage,Netherlands,2024-01-01,19.746
Annual,Renewable energy - transport,Percentage,Austria,2004-01-01,4.532
Annual,Renewable energy - transport,Percentage,Austria,2005-01-01,5.07
Annual,Renewable energy - transport,Percentage,Austria,2006-01-01,7.532
Annual,Renewable energy - transport,Percentage,Austria,2007-01-01,8.241
Annual,Renewable energy - transport,Percentage,Austria,2008-01-01,9.56
Annual,Renewable energy - transport,Percentage,Austria,2009-01-01,11.175
Annual,Renewable energy - transport,Percentage,Austria,2010-01-01,10.705
Annual,Renewable energy - transport,Percentage,Austria,2011-01-01,10.077
Annual,Renewable energy - transport,Percentage,Austria,2012-01-01,10.031
Annual,Renewable energy - transport,Percentage,Austria,2013-01-01,9.695
Annual,Renewable energy - transport,Percentage,Austria,2014-01-01,10.983
Annual,Renewable energy - transport,Percentage,Austria,2015-01-01,11.409
Annual,Renewable energy - transport,Percentage,Austria,2016-01-01,10.583
Annual,Renewable energy - transport,Percentage,Austria,2017-01-01,9.703
Annual,Renewable energy - transport,Percentage,Austria,2018-01-01,9.931
Annual,Renewable energy - transport,Percentage,Austria,2019-01-01,10.051
Annual,Renewable energy - transport,Percentage,Austria,2020-01-01,10.283
Annual,Renewable energy - transport,Percentage,Austria,2021-01-01,9.648
Annual,Renewable energy - transport,Percentage,Austria,2022-01-01,10.751
Annual,Renewable energy - transport,Percentage,Austria,2023-01-01,13.576
Annual,Renewable energy - transport,Percentage,Austria,2024-01-01,14.591
Annual,Renewable energy - transport,Percentage,Poland,2004-01-01,1.581
Annual,Renewable energy - transport,Percentage,Poland,2005-01-01,1.746
Annual,Renewable energy - transport,Percentage,Poland,2006-01-01,1.817
Annual,Renewable energy - transport,Percentage,Poland,2007-01-01,1.746
Annual,Renewable energy - transport,Percentage,Poland,2008-01-01,4.143
Annual,Renewable energy - transport,Percentage,Poland,2009-01-01,5.408
Annual,Renewable energy - transport,Percentage,Poland,2010-01-01,6.64
Annual,Renewable energy - transport,Percentage,Poland,2011-01-01,6.918
Annual,Renewable energy - transport,Percentage,Poland,2012-01-01,6.533
Annual,Renewable energy - transport,Percentage,Poland,2013-01-01,6.666
Annual,Renewable energy - transport,Percentage,Poland,2014-01-01,6.319
Annual,Renewable energy - transport,Percentage,Poland,2015-01-01,5.686
