freq,siec,nrg_cons,unit,tax,currency,geo,time,value
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Croatia,2022-07-01,1.1251
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Croatia,2023-01-01,0.1557
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Croatia,2023-07-01,0.1543
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Croatia,2024-01-01,0.154
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Croatia,2024-07-01,0.153
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Croatia,2025-01-01,0.1691
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Croatia,2025-07-01,0.171
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Italy,2021-07-01,0.2613
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Italy,2022-01-01,0.3359
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Italy,2022-07-01,0.3923
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Italy,2023-01-01,0.4068
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Italy,2023-07-01,0.3619
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Italy,2024-01-01,0.3621
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Italy,2024-07-01,0.3505
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Italy,2025-01-01,0.3735
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Italy,2025-07-01,0.333
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Cyprus,2021-07-01,0.2317
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Cyprus,2022-01-01,0.2582
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Cyprus,2022-07-01,0.3363
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Cyprus,2023-01-01,0.3783
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Cyprus,2023-07-01,0.3519
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Cyprus,2024-01-01,0.3288
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Cyprus,2024-07-01,0.3349
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Cyprus,2025-01-01,0.3
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Cyprus,2025-07-01,0.2912
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Latvia,2021-07-01,0.1961
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Latvia,2022-01-01,0.1763
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Latvia,2022-07-01,0.3014
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Latvia,2023-01-01,0.3161
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Latvia,2023-07-01,0.304
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Latvia,2024-01-01,0.2584
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Latvia,2024-07-01,0.2429
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Latvia,2025-01-01,0.2675
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Latvia,2025-07-01,0.265
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Lithuania,2021-07-01,0.1501
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Lithuania,2022-01-01,0.1513
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Lithuania,2022-07-01,0.2474
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Lithuania,2023-01-01,0.2917
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Lithuania,2023-07-01,0.2313
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Lithuania,2024-01-01,0.2368
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Lithuania,2024-07-01,0.2235
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Lithuania,2025-01-01,0.219
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Lithuania,2025-07-01,0.2075
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Luxembourg,2021-07-01,0.1901
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Luxembourg,2022-01-01,0.1928
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Luxembourg,2022-07-01,0.1945
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Luxembourg,2023-01-01,0.1887
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Luxembourg,2023-07-01,0.1909
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Luxembourg,2024-01-01,0.1925
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Luxembourg,2025-07-01,0.261
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Hungary,2021-01-01,36.0182
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Hungary,2021-07-01,36.1731
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Hungary,2022-01-01,35.4904
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Hungary,2022-07-01,44.4453
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Hungary,2023-01-01,44.944
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Hungary,2023-07-01,42.454
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Hungary,2024-01-01,42.4687
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Hungary,2024-07-01,42.3368
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Hungary,2025-01-01,43.1155
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Hungary,2025-07-01,44.0373
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Malta,2021-07-01,0.1581
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Malta,2022-01-01,0.1562
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Malta,2022-07-01,0.1506
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Malta,2023-01-01,0.1469
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Malta,2023-07-01,0.1471
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Malta,2024-07-01,0.1505
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Malta,2025-07-01,0.1473
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Netherlands,2017-07-01,0.1524
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Netherlands,2018-01-01,0.1782
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Netherlands,2018-07-01,0.1743
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Netherlands,2019-01-01,0.208
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Netherlands,2019-07-01,0.2021
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Netherlands,2020-01-01,0.1375
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Netherlands,2020-07-01,0.1273
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Netherlands,2021-01-01,0.1246
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Netherlands,2021-07-01,0.1367
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Netherlands,2022-01-01,0.0118
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Netherlands,2022-07-01,0.1075
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Netherlands,2023-01-01,0.3491
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Netherlands,2023-07-01,0.2187
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Netherlands,2024-01-01,0.2407
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Netherlands,2024-07-01,0.1974
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Netherlands,2025-01-01,0.2335
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Netherlands,2025-07-01,0.2483
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Austria,2021-07-01,0.2252
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Austria,2022-01-01,0.22
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Austria,2022-07-01,0.2356
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Austria,2023-01-01,0.272
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Austria,2023-07-01,0.2885
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Austria,2024-01-01,0.2846
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Austria,2024-07-01,0.2578
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Austria,2025-01-01,0.296
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Austria,2025-07-01,0.3287
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Poland,2021-07-01,0.7592
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Poland,2022-01-01,0.7095
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Poland,2022-07-01,0.8091
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Poland,2023-01-01,0.9148
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Poland,2023-07-01,1.0216
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Poland,2024-07-01,1.1051
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Poland,2025-07-01,1.2121
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Portugal,2021-07-01,0.2285
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Portugal,2022-01-01,0.232
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Portugal,2022-07-01,0.2347
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Portugal,2023-01-01,0.2196
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Portugal,2023-07-01,0.2395
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Portugal,2024-07-01,0.2764
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Portugal,2025-01-01,0.2577
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Portugal,2025-07-01,0.2582
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Romania,2021-07-01,0.7959
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Romania,2022-01-01,1.1476
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Romania,2022-07-01,1.682
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Romania,2023-01-01,0.8883
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Romania,2023-07-01,0.8835
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Romania,2024-01-01,0.8826
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Romania,2024-07-01,0.8697
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Romania,2025-01-01,0.8987
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Romania,2025-07-01,1.4767
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Slovenia,2021-07-01,0.1638
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Slovenia,2022-01-01,0.1344
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Slovenia,2022-07-01,0.1886
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Slovenia,2023-01-01,0.1872
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Slovenia,2023-07-01,0.2062
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Slovenia,2024-01-01,0.2074
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Slovenia,2024-07-01,0.1964
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Slovenia,2025-01-01,0.1807
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Slovenia,2025-07-01,0.21
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Slovakia,2021-07-01,0.1629
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Slovakia,2022-01-01,0.1793
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Slovakia,2022-07-01,0.1891
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Slovakia,2023-01-01,0.1907
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Slovakia,2023-07-01,0.1967
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Slovakia,2024-01-01,0.1808
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Slovakia,2024-07-01,0.1791
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Slovakia,2025-01-01,0.1892
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Slovakia,2025-07-01,0.188
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Finland,2021-07-01,0.1605
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Finland,2022-01-01,0.1669
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Finland,2022-07-01,0.2048
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Finland,2023-01-01,0.1986
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Finland,2023-07-01,0.2042
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Finland,2024-01-01,0.2163
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Finland,2024-07-01,0.1903
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Finland,2025-01-01,0.1882
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Finland,2025-07-01,0.1906
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Sweden,2020-01-01,1.6259
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Sweden,2020-07-01,1.7023
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Sweden,2021-01-01,1.7195
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Sweden,2021-07-01,2.0857
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Sweden,2022-01-01,1.8665
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Sweden,2022-07-01,2.4001
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Sweden,2023-01-01,2.4623
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Sweden,2023-07-01,2.1733
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Sweden,2024-01-01,2.327
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Sweden,2024-07-01,2.224
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Sweden,2025-01-01,2.3664
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Sweden,2025-07-01,2.4228
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Iceland,2021-07-01,16.8037
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Iceland,2022-01-01,17.5456
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Iceland,2022-07-01,18.0563
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Iceland,2023-01-01,19.054
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Iceland,2023-07-01,19.3668
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Iceland,2024-07-01,22.9274
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Iceland,2025-01-01,25.2954
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Liechtenstein,2021-07-01,0.2324
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Liechtenstein,2022-01-01,0.2219
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Liechtenstein,2022-07-01,0.2233
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Liechtenstein,2023-01-01,0.4245
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Liechtenstein,2023-07-01,0.3408
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Liechtenstein,2024-01-01,0.3068
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Liechtenstein,2024-07-01,0.2895
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Liechtenstein,2025-01-01,0.2827
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Liechtenstein,2025-07-01,0.2834
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Norway,2021-07-01,1.7171
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Norway,2022-01-01,1.4874
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Norway,2022-07-01,1.6502
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Norway,2023-01-01,1.5128
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Norway,2023-07-01,1.3968
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Norway,2024-07-01,1.322
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Norway,2025-01-01,1.4014
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Norway,2025-07-01,1.3835
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Bosnia and Herzegovina,2021-07-01,0.1687
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Bosnia and Herzegovina,2022-01-01,0.1743
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Bosnia and Herzegovina,2022-07-01,0.1749
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Bosnia and Herzegovina,2023-01-01,0.1801
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Bosnia and Herzegovina,2023-07-01,0.1729
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Bosnia and Herzegovina,2024-01-01,0.1773
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Bosnia and Herzegovina,2024-07-01,0.1816
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Bosnia and Herzegovina,2025-01-01,0.1897
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Bosnia and Herzegovina,2025-07-01,0.1939
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Montenegro,2021-07-01,0.1004
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Montenegro,2022-01-01,0.0992
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Montenegro,2022-07-01,0.1036
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Montenegro,2023-01-01,0.1029
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Montenegro,2023-07-01,0.101
"Half-yearly, semesterly",Electricity,Consumption of kWh - all bands,Kilowatt-hour,All taxes and levies included,National currency,Montenegro,2024-01-01,0.1028
